Candidate Name,DOB,Registration Number,State,Maths,Physics,English,GK,Total Marks,PFT
Ishaan Chopra,19-02-2005,367682,West Bengal,14,3,18,23,58,Pass
Ishaan Fernandes,21-03-2006,653600,Bihar,8,24,24,0,56,Pass
Krishna Sharma,25-06-2005,918722,Uttarakhand,6,16,6,21,49,Fail
Aarav Sharma,08-04-2005,402804,Jharkhand,20,16,11,24,71,Fail
Aditya Reddy,20-02-2006,195468,West Bengal,24,3,15,10,52,Pass
Ishaan Singh,16-02-2006,498141,Meghalaya,11,1,19,0,31,Pass
Aarav Khan,19-03-2006,547561,Rajasthan,8,5,7,21,41,Pass
Balbir D'Souza,11-08-2005,370891,Madhya Pradesh,11,1,11,14,37,Fail
Vivaan Reddy,10-10-2005,898000,Tamil Nadu,15,22,16,24,77,Pass
Mathew Khan,01-09-2005,184424,Karnataka,22,23,3,22,70,Fail
Aryan Singh,31-01-2005,321804,Andhra Pradesh,0,12,8,16,36,Pass
Harjeet Khan,08-02-2006,807343,West Bengal,23,3,14,23,63,Pass
Gurpreet D'Souza,18-11-2005,200321,Bihar,13,9,13,7,42,Pass
Aarav Mehta,03-01-2005,854375,Madhya Pradesh,7,1,8,0,16,Fail
Rohan Reddy,29-09-2005,974714,Telangana,15,3,7,8,33,Fail
Aryan Sharma,08-04-2006,753746,Tripura,16,21,21,18,76,Fail
Peter Sharma,06-01-2006,220252,Gujarat,16,20,24,0,60,Fail
Ishaan Fernandes,04-12-2004,282013,Andhra Pradesh,22,2,15,12,51,Pass
Krishna Khan,11-04-2005,425361,Nagaland,12,6,12,22,52,Fail
Sukhwinder Chopra,04-01-2006,433434,Madhya Pradesh,2,9,6,7,24,Fail
Raj Pillai,11-06-2005,237724,Rajasthan,16,11,0,20,47,Pass
Vivaan Singh,24-04-2006,183862,Madhya Pradesh,4,19,24,23,70,Fail
Rohan Sharma,21-04-2005,351667,Assam,4,2,1,0,7,Fail
Krishna Sharma,26-02-2005,752514,Delhi,16,5,17,24,62,Fail
Aditya Singh,17-06-2005,452466,Haryana,22,13,23,17,75,Fail
Aditya D'Souza,03-11-2005,296007,Maharashtra,15,19,8,22,64,Fail
Ishaan D'Souza,09-08-2005,662219,Haryana,1,11,13,23,48,Fail
Aditya Fernandes,14-06-2005,780472,Assam,0,8,24,23,55,Fail
Aarav Khan,01-04-2005,387092,Chhattisgarh,0,1,12,24,37,Fail
Vivaan Sharma,04-02-2006,525732,Maharashtra,3,18,7,18,46,Fail
Peter Mehta,28-02-2005,838923,Tamil Nadu,5,15,13,6,39,Pass
Rehan Reddy,27-06-2005,490791,Bihar,8,8,23,6,45,Pass
Sukhwinder D'Souza,02-10-2005,343141,Chhattisgarh,20,17,8,12,57,Fail
Paul Sharma,08-08-2005,153437,Goa,11,16,13,0,40,Fail
Vivaan Reddy,25-12-2005,891071,Himachal Pradesh,9,12,14,23,58,Pass
Krishna Pillai,19-01-2005,806258,Chhattisgarh,15,1,17,6,39,Fail
Mathew Fernandes,17-10-2005,980155,Uttar Pradesh,1,9,10,14,34,Pass
Aarav D'Souza,17-08-2005,557040,West Bengal,5,17,8,18,48,Pass
Vivaan Reddy,28-09-2005,667838,Bihar,6,21,8,0,35,Pass
Aarav Reddy,16-04-2005,221918,Assam,23,24,11,18,76,Fail
Aarav Reddy,20-12-2005,270061,Madhya Pradesh,18,14,5,7,44,Fail
Aarav Singh,19-04-2005,577101,Uttar Pradesh,18,13,5,12,48,Pass
Kunal Fernandes,06-02-2006,191702,Andhra Pradesh,17,3,9,24,53,Pass
Krishna Sharma,15-11-2005,486383,Uttar Pradesh,7,22,2,7,38,Pass
Yash D'Souza,21-08-2005,567230,Bihar,15,6,9,20,50,Pass
Raj Sharma,26-10-2005,315462,Chhattisgarh,6,22,11,8,47,Fail
Kunal Reddy,25-04-2005,572508,Uttar Pradesh,22,8,15,20,65,Pass
Raj Pillai,16-06-2005,107653,Karnataka,8,14,22,8,52,Pass
Sukhwinder D'Souza,23-03-2006,379591,Maharashtra,16,20,14,23,73,Fail
Harjeet Mehta,13-04-2006,738397,Manipur,9,4,21,12,46,Fail
Vivaan Khan,14-11-2005,718809,Odisha,22,1,4,5,32,Pass
Gurpreet Verma,28-02-2005,727397,Maharashtra,12,1,3,8,24,Fail
Kunal Singh,02-12-2004,658099,Maharashtra,14,23,11,21,69,Fail
Aditya Chopra,10-03-2006,411561,Bihar,23,4,22,12,61,Pass
Manpreet Reddy,07-05-2005,593854,Tamil Nadu,0,15,11,20,46,Fail
Imran Mehta,17-02-2006,543531,Puducherry,10,4,20,17,51,Fail
Aryan Mehta,09-07-2005,769045,Gujarat,4,12,18,3,37,Fail
Krishna Khan,01-01-2005,933954,Haryana,7,10,17,23,57,Fail
Yash Fernandes,09-02-2006,764323,Andhra Pradesh,0,15,16,22,53,Pass
Raj Fernandes,11-07-2005,386043,Rajasthan,10,4,9,21,44,Pass
Rohan Sharma,18-06-2005,796541,Karnataka,14,15,0,22,51,Pass
Sukhwinder Chopra,15-07-2005,194211,Chhattisgarh,19,18,3,14,54,Fail
Krishna Pillai,10-04-2006,857748,Telangana,15,4,19,1,39,Fail
Yash D'Souza,17-03-2005,954498,Jharkhand,10,15,2,16,43,Pass
Aditya Singh,05-10-2005,935192,Telangana,20,4,8,8,40,Fail
Kunal D'Souza,30-04-2006,769458,Maharashtra,11,15,16,0,42,Fail
Imran Verma,10-03-2006,539655,Rajasthan,22,16,24,22,84,Pass
Kunal Reddy,06-12-2005,640494,Bihar,16,8,1,1,26,Pass
Vivaan D'Souza,03-04-2006,689149,Maharashtra,4,20,9,14,47,Fail
Aarav Khan,15-11-2004,472340,Uttar Pradesh,14,3,12,9,38,Pass
Aryan Mehta,15-04-2006,496437,Rajasthan,1,9,21,19,50,Pass
Kunal Singh,19-01-2005,970775,Tamil Nadu,9,22,14,11,56,Pass
David Mehta,31-03-2006,466768,Uttar Pradesh,0,6,10,20,36,Pass
Harjeet D'Souza,10-03-2005,397507,West Bengal,21,3,1,24,49,Pass
Manpreet Pillai,09-01-2006,252718,Punjab,1,5,16,14,36,Pass
Aryan Reddy,10-08-2005,257050,West Bengal,8,21,1,20,50,Pass
Yash Reddy,14-12-2004,119113,Haryana,16,2,14,12,44,Fail
Kunal Sharma,02-11-2005,111588,Uttar Pradesh,16,19,6,12,53,Pass
Harjeet Fernandes,08-01-2005,675774,Uttar Pradesh,3,14,22,16,55,Pass
Vivaan Fernandes,18-05-2005,971209,Uttarakhand,10,21,12,16,59,Fail
Krishna Chopra,15-12-2005,630015,Punjab,7,23,8,24,62,Fail
Paul Fernandes,28-12-2005,941568,Andhra Pradesh,5,10,10,16,41,Pass
Krishna Singh,13-04-2005,110190,Gujarat,4,14,19,19,56,Fail
Rohan Reddy,12-10-2005,854556,Uttar Pradesh,14,11,5,7,37,Pass
Rohan Reddy,18-03-2006,866001,Andhra Pradesh,8,12,15,10,45,Pass
Aryan Singh,28-12-2004,485317,Jammu & Kashmir + Ladakh,10,0,6,22,38,Pass
Gurpreet Sharma,19-12-2004,923662,Tamil Nadu,24,23,24,21,92,Pass
Raj Khan,06-05-2006,218722,Karnataka,1,1,9,18,29,Pass
Kunal Singh,05-11-2005,625872,Karnataka,13,7,22,1,43,Pass
Aryan Khan,06-11-2005,480305,Bihar,20,5,23,9,57,Pass
Kunal D'Souza,18-03-2005,740741,Rajasthan,19,5,5,22,51,Pass
Krishna Mehta,18-03-2005,968200,West Bengal,19,3,20,24,66,Pass
Vivaan Fernandes,30-11-2004,939056,Gujarat,14,20,2,6,42,Fail
Aditya Reddy,01-05-2006,861240,Haryana,20,0,5,0,25,Fail
Gurpreet Reddy,17-02-2006,750617,Gujarat,15,1,13,7,36,Fail
Aditya Sharma,11-05-2005,551490,Rajasthan,14,8,9,9,40,Pass
Yash Singh,05-02-2006,572491,Andhra Pradesh,22,9,15,9,55,Pass
Harjeet Fernandes,28-11-2005,180622,Madhya Pradesh,12,14,18,23,67,Fail
Harjeet Sharma,08-05-2005,154859,Bihar,1,5,13,3,22,Pass
Rohan Singh,01-04-2005,287584,Telangana,21,12,1,22,56,Fail
Vivaan Chopra,18-04-2006,808844,Bihar,21,12,2,18,53,Pass
Zaid Reddy,26-02-2006,251351,Uttar Pradesh,9,23,7,13,52,Pass
John Mehta,26-01-2006,206591,Punjab,23,3,16,14,56,Fail
Paul Sharma,08-11-2005,642375,Punjab,6,19,0,17,42,Pass
Ishaan Khan,15-04-2006,393057,Telangana,18,22,3,10,53,Fail
Ishaan Reddy,20-04-2005,176275,Gujarat,12,17,16,6,51,Fail
Yash Reddy,21-09-2005,193391,Rajasthan,23,19,12,14,68,Fail
Vivaan Chopra,01-05-2006,845121,Uttarakhand,24,7,16,21,68,Fail
Raj Khan,24-08-2005,926683,Rajasthan,17,1,24,8,50,Pass
Ishaan Fernandes,08-02-2006,840378,Rajasthan,9,20,3,20,52,Pass
Raj Verma,14-02-2005,795517,West Bengal,20,9,12,1,42,Pass
Kunal Reddy,19-01-2005,768415,Tamil Nadu,15,9,13,17,54,Fail
Manpreet Sharma,13-12-2004,712110,Karnataka,8,21,2,3,34,Pass
Gurpreet Reddy,16-12-2004,468810,Bihar,12,15,21,11,59,Fail
Peter Chopra,26-06-2005,853838,Rajasthan,11,19,10,21,61,Fail
Rohan Fernandes,11-07-2005,248815,Madhya Pradesh,4,16,1,16,37,Fail
Raj Mehta,16-03-2005,216922,Uttar Pradesh,6,3,24,7,40,Pass
Aryan D'Souza,20-09-2005,155318,Bihar,21,2,7,12,42,Pass
Aarav Reddy,02-04-2005,217507,Uttar Pradesh,9,24,11,21,65,Pass
Aditya D'Souza,03-02-2006,163015,Andhra Pradesh,18,15,3,9,45,Pass
Aarav Khan,05-10-2005,627431,Rajasthan,17,22,16,4,59,Pass
Aryan Mehta,20-07-2005,271499,Punjab,0,16,6,6,28,Pass
Aarav Sharma,03-10-2005,770296,Uttar Pradesh,19,13,1,1,34,Pass
Ishaan Chopra,02-12-2005,586447,Rajasthan,10,17,0,2,29,Pass
Kunal Reddy,06-12-2004,681408,Telangana,22,24,6,1,53,Fail
Krishna Mehta,20-11-2004,270902,Bihar,11,0,23,4,38,Pass
Rohan Singh,14-06-2005,528995,Madhya Pradesh,15,23,21,14,73,Fail
Raj Mehta,22-10-2005,331752,Punjab,21,22,1,14,58,Fail
Kunal Sharma,11-06-2005,983148,Chhattisgarh,14,24,17,12,67,Fail
John Khan,28-07-2005,904219,Tamil Nadu,5,0,15,13,33,Pass
Vivaan Khan,07-05-2006,785247,Bihar,23,7,22,10,62,Fail
Balbir Singh,21-04-2005,308841,Himachal Pradesh,9,6,9,12,36,Pass
Aarav Fernandes,25-12-2005,806800,Uttar Pradesh,24,4,18,11,57,Pass
Farhan Fernandes,21-08-2005,435141,Maharashtra,21,7,17,20,65,Fail
Yash Reddy,05-05-2006,791706,Rajasthan,1,8,6,17,32,Pass
Vivaan D'Souza,23-08-2005,672054,Bihar,5,13,9,17,44,Fail
Aditya Chopra,15-04-2005,440061,Jammu & Kashmir + Ladakh,20,13,7,24,64,Pass
Kunal Sharma,08-02-2005,264250,Uttar Pradesh,16,9,18,0,43,Pass
Krishna Fernandes,27-07-2005,992369,Chhattisgarh,16,2,16,14,48,Fail
Gurpreet Khan,10-03-2005,247012,Andhra Pradesh,21,1,11,13,46,Pass
Aditya Verma,23-08-2005,521178,Rajasthan,21,9,13,12,55,Pass
Yash Pillai,12-01-2005,661676,West Bengal,3,4,9,20,36,Pass
Aditya Khan,16-01-2006,625776,Assam,22,19,14,19,74,Fail
Ishaan Chopra,13-08-2005,552914,Nagaland,3,15,23,21,62,Fail
Imran Chopra,08-07-2005,743823,Gujarat,18,22,20,22,82,Fail
Raj Singh,10-01-2005,295158,West Bengal,24,3,20,16,63,Pass
Balbir D'Souza,02-05-2006,450210,Rajasthan,15,7,7,13,42,Pass
Aryan Chopra,14-03-2006,951568,Jharkhand,6,18,11,24,59,Pass
Ishaan Sharma,23-06-2005,359555,Rajasthan,0,12,1,13,26,Pass
Aarav D'Souza,04-01-2005,208623,Rajasthan,4,10,11,6,31,Pass
Ishaan D'Souza,10-04-2006,393948,Maharashtra,3,9,5,21,38,Fail
Vivaan Pillai,03-01-2005,784381,Uttar Pradesh,17,18,15,0,50,Pass
Krishna Chopra,25-02-2006,192789,Kerala,21,2,18,2,43,Fail
Peter Khan,17-02-2005,656730,Andhra Pradesh,24,10,17,11,62,Pass
Aarav Sharma,23-09-2005,742261,Uttar Pradesh,23,6,16,21,66,Pass
Aryan Fernandes,01-05-2006,317021,Andhra Pradesh,3,13,14,18,48,Fail
Raj Verma,09-10-2005,422832,Uttar Pradesh,14,3,24,23,64,Pass
Aryan Pillai,05-07-2005,429937,Uttar Pradesh,6,7,10,7,30,Pass
Balbir Reddy,28-04-2005,638969,Gujarat,21,19,11,21,72,Fail
Aarav Sharma,26-04-2005,205369,Meghalaya,20,11,18,2,51,Fail
David D'Souza,30-01-2006,971479,Punjab,13,3,12,5,33,Pass
Ishaan Chopra,18-04-2005,991596,Bihar,24,1,13,12,50,Fail
John D'Souza,27-01-2006,191225,Himachal Pradesh,8,17,17,13,55,Pass
Aditya Pillai,07-04-2006,895195,Rajasthan,21,0,8,18,47,Pass
Vivaan Khan,06-06-2005,466597,Rajasthan,9,9,22,6,46,Pass
Krishna Mehta,20-02-2005,938057,Uttar Pradesh,21,12,15,5,53,Pass
Aryan Singh,15-02-2006,299383,Bihar,24,21,11,2,58,Fail
Aryan Mehta,11-05-2005,520531,Telangana,12,21,20,1,54,Fail
Zaid Sharma,03-11-2005,137196,West Bengal,17,3,21,6,47,Pass
Ishaan Mehta,20-11-2005,923709,Delhi,2,5,21,17,45,Fail
Rohan Reddy,03-03-2005,244586,Madhya Pradesh,9,0,23,21,53,Fail
Krishna Singh,04-05-2005,233100,Tamil Nadu,10,7,19,5,41,Pass
Rohan Fernandes,09-04-2005,269053,Madhya Pradesh,18,6,9,2,35,Fail
Vivaan Mehta,01-11-2005,886622,Uttar Pradesh,20,14,10,1,45,Pass
Rohan Khan,26-12-2004,133951,Haryana,1,17,6,17,41,Fail
John Chopra,10-04-2006,402688,Madhya Pradesh,13,22,2,15,52,Fail
Imran Fernandes,22-02-2005,650447,West Bengal,2,16,9,2,29,Pass
David D'Souza,01-05-2006,128234,Bihar,9,13,22,0,44,Pass
Vivaan Pillai,30-01-2006,198899,Gujarat,18,16,12,0,46,Fail
Sukhwinder Khan,08-09-2005,914138,Maharashtra,13,18,10,19,60,Fail
Raj Reddy,28-12-2004,498285,Rajasthan,4,8,24,14,50,Pass
Kunal Sharma,30-03-2006,614747,Madhya Pradesh,17,17,14,11,59,Fail
Yash Khan,25-01-2005,788684,Odisha,17,10,24,7,58,Fail
Ayaan Khan,17-11-2005,917891,West Bengal,19,3,6,22,50,Pass
Aryan Pillai,09-11-2005,753441,Maharashtra,8,1,16,6,31,Fail
David Sharma,30-12-2005,705230,Rajasthan,6,8,23,6,43,Pass
Krishna Mehta,06-03-2006,647844,Bihar,5,23,21,11,60,Fail
Ishaan Chopra,26-04-2006,578728,Bihar,13,19,1,0,33,Pass
Raj Pillai,07-01-2006,718051,Jharkhand,12,13,19,0,44,Pass
Yash Khan,07-09-2005,808304,Uttar Pradesh,1,5,15,18,39,Pass
Vivaan D'Souza,22-12-2004,230350,Maharashtra,16,10,21,3,50,Fail
Mathew Fernandes,08-02-2005,451553,Uttar Pradesh,9,17,5,9,40,Pass
Manpreet Khan,06-03-2005,788711,Rajasthan,17,9,5,24,55,Pass
Aarav Khan,11-12-2005,917049,Punjab,7,5,8,7,27,Pass
Ishaan Sharma,09-12-2004,642080,Andhra Pradesh,24,23,2,10,59,Fail
John D'Souza,23-02-2005,886865,Jammu & Kashmir + Ladakh,16,10,9,1,36,Pass
Aarav Singh,04-08-2005,896985,Bihar,13,4,3,14,34,Pass
Aarav Fernandes,26-03-2006,377481,Himachal Pradesh,0,18,12,18,48,Pass
Rohan Pillai,27-03-2006,647058,Rajasthan,19,3,21,23,66,Fail
Aryan Verma,03-01-2006,218878,Chhattisgarh,1,0,10,6,17,Fail
Rohan Reddy,02-02-2005,718045,Bihar,16,13,8,8,45,Pass
Raj Verma,24-11-2005,399697,Gujarat,5,20,4,3,32,Fail
Krishna Mehta,26-02-2005,248462,Madhya Pradesh,4,9,22,15,50,Fail
Yash Chopra,29-10-2005,451682,Punjab,16,8,20,19,63,Fail
Aditya Singh,01-09-2005,353235,Tamil Nadu,7,1,1,22,31,Pass
Aditya Chopra,26-12-2005,580083,Jharkhand,6,10,20,5,41,Pass
Ishaan Sharma,14-03-2006,175202,Chhattisgarh,2,24,12,12,50,Fail
Peter Reddy,16-08-2005,287836,Uttarakhand,4,16,23,19,62,Fail
David Reddy,23-04-2005,513877,Maharashtra,11,3,12,15,41,Fail
Aditya Fernandes,03-04-2005,123304,Tamil Nadu,16,7,9,2,34,Pass
Yash Khan,12-01-2006,485115,Punjab,10,9,7,16,42,Pass
Balbir Khan,24-02-2006,236440,Odisha,8,6,11,6,31,Pass
Ishaan Singh,08-05-2005,255414,Uttar Pradesh,15,18,9,19,61,Pass
Raj Verma,03-01-2005,109387,Bihar,6,6,22,9,43,Pass
Yash Sharma,19-06-2005,517833,Bihar,10,9,22,5,46,Fail
Aryan Khan,15-04-2005,288574,Maharashtra,8,3,16,20,47,Fail
Krishna Reddy,20-02-2006,681112,Mizoram,21,8,18,12,59,Fail
John Mehta,05-08-2005,355228,Tamil Nadu,16,12,15,12,55,Fail
Yash Mehta,30-03-2006,872845,Madhya Pradesh,9,0,6,9,24,Fail
Rohan Pillai,18-09-2005,263759,Maharashtra,17,19,6,18,60,Fail
Aryan D'Souza,09-01-2005,215768,Madhya Pradesh,8,19,19,4,50,Fail
Kunal Mehta,07-11-2005,827638,Madhya Pradesh,4,16,18,16,54,Fail
Farhan Mehta,16-02-2006,484616,Madhya Pradesh,12,0,15,15,42,Fail
Vivaan Mehta,25-12-2004,411398,Jharkhand,0,14,0,7,21,Pass
Rohan Fernandes,26-01-2006,201149,Bihar,2,23,10,4,39,Pass
Aditya Khan,08-04-2006,725494,Jharkhand,17,19,10,3,49,Pass
Paul Pillai,27-12-2004,304289,Punjab,19,19,23,8,69,Fail
Raj Pillai,15-06-2005,422096,Rajasthan,4,22,2,18,46,Pass
Zaid Verma,25-04-2006,946174,Jammu & Kashmir + Ladakh,18,9,0,3,30,Pass
Krishna Singh,07-01-2005,591430,West Bengal,7,4,3,22,36,Pass
Aryan Mehta,19-02-2006,992644,Rajasthan,16,11,22,22,71,Fail
Vivaan Singh,28-06-2005,612116,Delhi,5,14,1,19,39,Fail
Ishaan Chopra,01-08-2005,784275,Bihar,19,9,23,11,62,Fail
Sukhwinder Sharma,22-06-2005,301268,Punjab,0,19,21,4,44,Pass
Rohan Singh,09-09-2005,313888,Uttar Pradesh,5,20,7,15,47,Pass
Krishna Chopra,25-09-2005,978415,Madhya Pradesh,16,9,24,15,64,Fail
Gurpreet Verma,02-04-2005,703045,Madhya Pradesh,24,2,15,11,52,Fail
Aryan Pillai,07-06-2005,652111,Tamil Nadu,21,1,2,0,24,Pass
Raj Reddy,18-09-2005,257225,Uttarakhand,3,18,19,1,41,Fail
David Reddy,12-12-2005,261129,Tamil Nadu,5,21,2,9,37,Pass
Aarav Chopra,14-11-2005,990024,Tripura,21,10,16,24,71,Fail
Krishna D'Souza,13-09-2005,597985,Bihar,2,23,9,5,39,Fail
Yash Fernandes,08-11-2005,232513,Bihar,6,3,18,1,28,Pass
Kunal D'Souza,12-03-2006,746605,Uttar Pradesh,5,8,19,19,51,Pass
Yash Fernandes,25-07-2005,971054,Delhi,10,0,16,19,45,Fail
Gurpreet Verma,20-03-2005,951902,Jammu & Kashmir + Ladakh,16,19,14,7,56,Pass
John Mehta,12-12-2005,771737,Rajasthan,21,4,9,22,56,Pass
Aarav Fernandes,04-04-2005,726977,Delhi,21,0,1,21,43,Fail
Raj Reddy,21-04-2006,874496,West Bengal,21,3,17,8,49,Pass
Ishaan Fernandes,18-06-2005,320315,Gujarat,15,16,16,4,51,Fail
Harjeet Mehta,12-07-2005,391567,Tamil Nadu,0,2,13,0,15,Pass
Aryan Chopra,26-04-2005,671773,Bihar,0,6,10,1,17,Pass
Aryan Sharma,23-10-2005,631621,Telangana,6,12,0,13,31,Fail
Yash Reddy,30-01-2006,169052,Bihar,3,1,3,0,7,Pass
Rohan Sharma,15-11-2004,680437,Punjab,23,13,9,4,49,Fail
Sukhwinder Singh,06-01-2005,789535,Gujarat,20,3,2,4,29,Fail
Gurpreet Chopra,06-12-2004,870643,Gujarat,22,5,12,14,53,Fail
Aarav Sharma,21-06-2005,188553,Rajasthan,24,9,17,7,57,Pass
Vivaan D'Souza,31-03-2005,364266,Uttar Pradesh,17,23,3,23,66,Pass
Krishna Fernandes,10-05-2005,509411,Maharashtra,15,19,17,4,55,Fail
Balbir Reddy,19-05-2005,380801,Rajasthan,20,5,5,20,50,Pass
Raj Verma,18-03-2005,922521,Uttar Pradesh,9,11,19,2,41,Pass
Imran Pillai,07-09-2005,323341,Punjab,23,1,6,13,43,Pass
Aarav Chopra,28-01-2005,200709,Rajasthan,3,24,6,20,53,Pass
Aryan D'Souza,09-03-2006,950715,Uttar Pradesh,22,0,2,3,27,Pass
Balbir Fernandes,06-10-2005,492428,Chhattisgarh,13,13,20,1,47,Fail
Yash Mehta,08-07-2005,502803,Uttar Pradesh,22,10,18,14,64,Pass
Rohan Verma,09-04-2005,805074,Andhra Pradesh,0,18,1,9,28,Fail
Mathew Reddy,21-05-2005,671462,Bihar,15,17,11,9,52,Fail
Aarav Mehta,03-05-2006,213863,Uttar Pradesh,20,5,6,23,54,Pass
Manpreet Verma,19-08-2005,196410,Rajasthan,13,20,8,10,51,Pass
Aryan Chopra,01-01-2006,628014,Bihar,19,11,15,23,68,Fail
Balbir D'Souza,25-11-2005,995868,Gujarat,1,7,21,7,36,Fail
Gurpreet Pillai,14-02-2006,194698,Maharashtra,8,5,2,23,38,Fail
Aditya Khan,30-03-2006,247067,Madhya Pradesh,7,4,11,23,45,Fail
David Sharma,23-03-2006,693885,Rajasthan,12,22,19,19,72,Fail
Aarav D'Souza,23-01-2006,105500,Rajasthan,24,14,15,10,63,Fail
Imran Fernandes,29-11-2005,696296,Uttar Pradesh,2,17,5,11,35,Pass
Rohan D'Souza,19-08-2005,870057,Himachal Pradesh,11,23,0,14,48,Pass
Vivaan Khan,31-10-2005,515611,Himachal Pradesh,5,3,4,10,22,Pass
Vivaan Khan,30-12-2005,175426,Uttarakhand,23,19,3,16,61,Fail
Sukhwinder Pillai,15-12-2005,589064,Bihar,20,3,22,11,56,Fail
Mathew Mehta,13-11-2005,585105,Bihar,5,3,4,23,35,Pass
Rohan Sharma,26-12-2004,811967,Delhi,5,22,23,22,72,Fail
Manpreet Verma,27-02-2006,370456,Telangana,5,1,0,17,23,Fail
Aryan Verma,26-09-2005,690052,Delhi,21,17,10,1,49,Fail
Raj Mehta,10-04-2006,862192,West Bengal,6,3,23,9,41,Pass
Krishna Singh,27-12-2005,160927,Chhattisgarh,22,23,17,9,71,Fail
Raj Sharma,25-06-2005,659241,Madhya Pradesh,15,15,12,2,44,Fail
Balbir Verma,30-09-2005,573026,Haryana,19,12,5,4,40,Fail
Kunal Reddy,26-12-2004,823084,Andhra Pradesh,3,0,11,24,38,Fail
Rohan Pillai,06-05-2005,982380,Bihar,11,2,8,10,31,Pass
Harjeet Chopra,08-03-2005,527219,West Bengal,23,3,3,16,45,Pass
Yash Mehta,08-02-2006,950297,Himachal Pradesh,17,19,18,5,59,Pass
Rohan Fernandes,20-12-2005,183962,Tamil Nadu,19,15,16,1,51,Pass
Balbir Pillai,22-10-2005,641723,Odisha,18,13,16,3,50,Fail
Rehan Verma,31-05-2005,766832,Gujarat,6,11,22,23,62,Fail
Yash Khan,17-10-2005,853230,Tamil Nadu,5,18,16,11,50,Fail
Kunal Fernandes,28-03-2005,244125,Maharashtra,2,12,7,12,33,Fail
Aryan Sharma,11-12-2005,870987,Bihar,12,0,1,23,36,Pass
Yash Singh,14-12-2005,844259,Tamil Nadu,12,5,14,0,31,Pass
Raj Sharma,13-10-2005,695595,Jammu & Kashmir + Ladakh,4,12,5,21,42,Pass
Yash D'Souza,10-05-2005,533512,Punjab,20,15,23,10,68,Fail
Harjeet Singh,24-05-2005,599319,Jharkhand,4,19,16,13,52,Pass
Aryan Pillai,06-07-2005,856072,Andhra Pradesh,12,4,8,9,33,Fail
Aryan Fernandes,03-10-2005,394710,Bihar,6,5,1,22,34,Pass
Rohan Chopra,01-09-2005,901235,Rajasthan,13,1,16,24,54,Pass
Vivaan D'Souza,12-05-2005,497603,Meghalaya,6,24,20,18,68,Fail
Ishaan Fernandes,11-12-2004,326618,Rajasthan,13,22,5,20,60,Fail
Aryan Reddy,20-07-2005,664014,Uttar Pradesh,11,22,5,11,49,Pass
Balbir Fernandes,02-12-2005,357869,Jharkhand,13,22,19,18,72,Fail
David Mehta,29-11-2005,313773,Jharkhand,4,5,18,11,38,Pass
Aarav Pillai,02-03-2006,966394,Bihar,7,0,13,15,35,Pass
Balbir D'Souza,07-05-2005,112712,Maharashtra,10,24,14,21,69,Fail
Raj Verma,08-10-2005,820490,Uttar Pradesh,19,17,9,18,63,Pass
David Verma,06-03-2006,116435,Haryana,10,16,14,24,64,Fail
Manpreet Verma,07-01-2005,490501,Punjab,23,15,17,12,67,Fail
Raj Singh,16-10-2005,573800,Assam,7,4,18,8,37,Fail
Mathew Pillai,28-04-2006,240949,Kerala,8,10,6,17,41,Fail
Vivaan Verma,13-02-2006,503274,Rajasthan,1,14,1,8,24,Pass
Aditya D'Souza,19-06-2005,974788,Rajasthan,0,16,16,17,49,Pass
Manpreet D'Souza,13-04-2005,388546,Uttar Pradesh,9,13,17,7,46,Pass
Gurpreet Mehta,13-03-2005,229577,Bihar,1,0,0,4,5,Pass
Peter Khan,02-02-2005,908107,Madhya Pradesh,16,1,0,1,18,Fail
Yash Mehta,04-12-2004,157324,Manipur,19,0,13,15,47,Fail
Aarav Verma,21-12-2004,813867,Bihar,11,24,13,3,51,Fail
Raj D'Souza,01-11-2005,775951,West Bengal,21,3,6,9,39,Pass
Harjeet Reddy,01-04-2006,383437,Madhya Pradesh,22,10,15,11,58,Fail
Krishna Mehta,13-09-2005,326952,Uttar Pradesh,8,21,13,1,43,Pass
John Fernandes,21-04-2006,635315,Arunachal Pradesh,3,4,16,13,36,Fail
John Reddy,28-03-2006,631441,Tamil Nadu,1,0,13,24,38,Pass
Aditya Mehta,24-04-2005,620661,Rajasthan,18,20,10,14,62,Fail
Yash Khan,16-12-2004,891720,Andhra Pradesh,9,14,3,1,27,Fail
Balbir Mehta,18-03-2006,223335,Tamil Nadu,10,16,18,23,67,Fail
John Pillai,20-03-2005,322757,Tamil Nadu,15,19,12,12,58,Fail
Raj Chopra,07-07-2005,363186,Chhattisgarh,7,18,17,22,64,Fail
Krishna Singh,08-12-2005,402531,Punjab,0,0,18,8,26,Pass
Balbir Reddy,28-01-2006,886304,Uttar Pradesh,21,10,12,0,43,Pass
Ayaan Pillai,25-04-2006,742587,Haryana,11,13,23,4,51,Fail
Aditya D'Souza,14-08-2005,651294,Madhya Pradesh,3,17,14,4,38,Fail
Rehan Verma,20-01-2005,419476,Maharashtra,6,2,16,4,28,Fail
Gurpreet Sharma,06-11-2005,767085,Punjab,15,9,4,9,37,Pass
Ishaan Verma,13-03-2005,351507,Uttar Pradesh,17,1,1,5,24,Pass
Kunal Reddy,09-04-2006,935598,Tamil Nadu,5,11,21,12,49,Fail
Ishaan Fernandes,24-11-2004,497108,Uttar Pradesh,21,20,17,3,61,Pass
