Candidate Name,DOB,Registration Number,State,Maths,Physics,English,GK,Total Marks,PFT
Farhan Fernandes,25-11-2004,451556,Tamil Nadu,17,24,22,17,80,Pass
Balbir Fernandes,03-12-2004,355668,Tamil Nadu,23,18,17,22,80,Pass
Ishaan Verma,10-01-2005,181351,Tamil Nadu,22,11,24,23,80,Pass
John Reddy,20-01-2005,801876,Tamil Nadu,21,23,23,13,80,Pass
Kunal Singh,22-05-2005,933901,Tamil Nadu,22,19,17,22,80,Pass
Raj Sharma,10-08-2005,709735,Tamil Nadu,24,24,15,17,80,Pass
Rohan Fernandes,13-11-2005,565379,Tamil Nadu,24,11,22,23,80,Pass
Ishaan Khan,08-01-2006,998041,Tamil Nadu,19,22,18,21,80,Pass
Ishaan Singh,20-01-2006,826852,Tamil Nadu,23,23,16,18,80,Pass
Ishaan Khan,18-04-2006,482287,Tamil Nadu,24,16,22,18,80,Pass
Ishaan Mehta,07-05-2006,168526,Tamil Nadu,23,24,14,19,80,Pass
Peter D'Souza,21-01-2005,141361,Tamil Nadu,20,13,23,23,79,Pass
Paul Verma,21-04-2005,693584,Tamil Nadu,22,19,18,20,79,Pass
Rohan Singh,03-07-2005,518077,Tamil Nadu,20,22,23,14,79,Pass
David Pillai,14-07-2005,236339,Tamil Nadu,18,17,22,22,79,Pass
Aditya Fernandes,07-08-2005,248536,Tamil Nadu,17,22,19,21,79,Pass
Ayaan Singh,01-10-2005,449733,Tamil Nadu,23,16,22,18,79,Pass
Aarav Fernandes,16-12-2004,231850,Tamil Nadu,14,17,24,23,78,Pass
Farhan Verma,23-12-2004,417944,Tamil Nadu,18,20,23,17,78,Pass
Ishaan Singh,20-02-2005,242548,Tamil Nadu,22,23,17,16,78,Pass
Rohan Mehta,24-08-2005,835189,Tamil Nadu,24,23,16,15,78,Pass
Aditya D'Souza,20-01-2006,812038,Tamil Nadu,21,18,23,16,78,Pass
Paul Pillai,01-02-2006,473662,Tamil Nadu,22,11,24,21,78,Pass
Gurpreet Fernandes,10-03-2006,195599,Tamil Nadu,20,20,21,17,78,Pass
Rohan Reddy,27-03-2006,381823,Tamil Nadu,13,20,22,23,78,Pass
Aryan Sharma,07-12-2004,121736,Tamil Nadu,17,19,22,19,77,Pass
Aditya Pillai,18-12-2004,224288,Tamil Nadu,19,22,15,21,77,Pass
Aryan Verma,14-01-2005,555713,Tamil Nadu,16,20,20,21,77,Pass
Aditya Singh,31-01-2005,963365,Tamil Nadu,23,20,22,12,77,Pass
Aditya Chopra,10-06-2005,678569,Tamil Nadu,24,20,15,18,77,Pass
Raj D'Souza,30-07-2005,451079,Tamil Nadu,22,14,22,19,77,Pass
Peter Sharma,01-08-2005,243157,Tamil Nadu,21,10,23,23,77,Pass
Manpreet Khan,20-09-2005,508347,Tamil Nadu,22,18,23,14,77,Pass
Harjeet D'Souza,06-10-2005,181724,Tamil Nadu,22,9,23,23,77,Pass
Vivaan Reddy,10-10-2005,898000,Tamil Nadu,15,22,16,24,77,Pass
Ishaan Fernandes,16-01-2006,537283,Tamil Nadu,13,22,22,20,77,Pass
Rohan Reddy,01-04-2006,140007,Tamil Nadu,23,15,24,15,77,Pass
Peter Reddy,15-04-2006,127873,Tamil Nadu,20,23,14,20,77,Pass
Ayaan Mehta,23-02-2005,688326,Tamil Nadu,20,22,15,19,76,Pass
Raj Pillai,29-03-2005,333780,Tamil Nadu,22,21,9,24,76,Pass
Aditya Chopra,13-04-2005,939877,Tamil Nadu,12,23,24,17,76,Pass
Yash Fernandes,07-08-2005,161287,Tamil Nadu,23,16,16,21,76,Pass
Aditya D'Souza,24-09-2005,517498,Tamil Nadu,15,24,24,13,76,Pass
Vivaan Reddy,27-12-2005,287500,Tamil Nadu,23,8,21,24,76,Pass
Yash D'Souza,02-01-2006,798545,Tamil Nadu,12,16,24,24,76,Pass
Kunal Pillai,12-02-2006,236143,Tamil Nadu,10,20,24,22,76,Pass
Rehan Reddy,19-04-2006,425320,Tamil Nadu,17,15,23,21,76,Pass
Kunal Mehta,10-12-2004,354000,Tamil Nadu,21,24,22,8,75,Pass
Balbir Sharma,13-01-2005,277708,Tamil Nadu,15,22,16,22,75,Pass
Balbir Pillai,18-01-2005,108098,Tamil Nadu,24,21,7,23,75,Pass
Raj Mehta,09-03-2005,727690,Tamil Nadu,23,13,21,18,75,Pass
Vivaan Khan,01-06-2005,623146,Tamil Nadu,16,24,24,11,75,Pass
Kunal Singh,14-06-2005,116552,Tamil Nadu,17,23,13,22,75,Pass
Aditya Pillai,28-06-2005,463002,Tamil Nadu,22,5,24,24,75,Pass
Aarav Sharma,30-06-2005,177979,Tamil Nadu,23,21,12,19,75,Pass
Gurpreet Singh,05-07-2005,224939,Tamil Nadu,17,23,19,16,75,Pass
Aditya Mehta,03-01-2006,111271,Tamil Nadu,14,24,13,24,75,Pass
Aditya Fernandes,14-11-2004,616490,Tamil Nadu,16,17,22,19,74,Pass
Aryan Sharma,20-11-2004,672318,Tamil Nadu,17,23,15,19,74,Pass
Krishna D'Souza,08-12-2004,644859,Tamil Nadu,23,18,18,15,74,Pass
Raj Singh,11-12-2004,863717,Tamil Nadu,12,22,21,19,74,Pass
Ishaan Fernandes,11-01-2005,754674,Tamil Nadu,24,20,23,7,74,Pass
Aarav Mehta,14-01-2005,518723,Tamil Nadu,21,22,8,23,74,Pass
Balbir Sharma,27-01-2005,466366,Tamil Nadu,13,20,17,24,74,Pass
Imran Sharma,13-02-2005,907646,Tamil Nadu,23,17,18,16,74,Pass
John Mehta,16-02-2005,496663,Tamil Nadu,19,24,9,22,74,Pass
Aryan Sharma,11-05-2005,132682,Tamil Nadu,22,23,14,15,74,Pass
Aryan Sharma,08-06-2005,348336,Tamil Nadu,22,20,9,23,74,Pass
Rohan Singh,26-08-2005,698275,Tamil Nadu,19,22,11,22,74,Pass
Farhan Mehta,08-09-2005,890963,Tamil Nadu,22,22,14,16,74,Pass
Manpreet Reddy,19-09-2005,344878,Tamil Nadu,18,19,13,24,74,Pass
Rohan Singh,01-10-2005,947952,Tamil Nadu,14,15,21,24,74,Pass
Manpreet Reddy,01-01-2006,127230,Tamil Nadu,16,22,12,24,74,Pass
Aarav Reddy,08-01-2006,253479,Tamil Nadu,14,15,23,22,74,Pass
Aarav Pillai,07-03-2006,611140,Tamil Nadu,12,22,21,19,74,Pass
Ishaan Mehta,14-03-2006,310632,Tamil Nadu,22,21,10,21,74,Pass
Krishna Singh,24-12-2004,314129,Tamil Nadu,23,21,19,10,73,Pass
Zaid Sharma,24-12-2004,704674,Tamil Nadu,13,20,16,24,73,Pass
Harjeet Fernandes,07-01-2005,729203,Tamil Nadu,21,22,7,23,73,Pass
Aryan Mehta,09-02-2005,207672,Tamil Nadu,12,22,16,23,73,Pass
Raj Reddy,22-03-2005,681454,Tamil Nadu,21,23,7,22,73,Pass
Vivaan Pillai,31-03-2005,416183,Tamil Nadu,10,20,21,22,73,Pass
Imran Pillai,21-05-2005,121708,Tamil Nadu,18,19,15,21,73,Pass
Gurpreet Reddy,24-06-2005,157948,Tamil Nadu,23,24,11,15,73,Pass
Krishna Verma,26-06-2005,179544,Tamil Nadu,24,24,12,13,73,Pass
Aditya Khan,25-07-2005,916023,Tamil Nadu,21,13,20,19,73,Pass
Ishaan Mehta,27-07-2005,566014,Tamil Nadu,22,18,23,10,73,Pass
Farhan Singh,29-08-2005,475902,Tamil Nadu,12,22,15,24,73,Pass
Aarav Pillai,15-09-2005,943050,Tamil Nadu,11,24,18,20,73,Pass
Imran Khan,28-10-2005,592808,Tamil Nadu,8,23,18,24,73,Pass
Manpreet D'Souza,03-02-2006,277460,Tamil Nadu,16,19,17,21,73,Pass
Farhan Khan,17-02-2006,390515,Tamil Nadu,24,15,12,22,73,Pass
Gurpreet Pillai,21-02-2006,758934,Tamil Nadu,18,22,19,14,73,Pass
Aryan Singh,20-04-2006,141463,Tamil Nadu,19,18,13,23,73,Pass
Rohan Mehta,10-01-2005,800938,Tamil Nadu,21,11,24,16,72,Pass
David Verma,12-01-2005,523048,Tamil Nadu,14,21,17,20,72,Pass
Aryan Singh,10-04-2005,280016,Tamil Nadu,13,23,18,18,72,Pass
Vivaan D'Souza,20-06-2005,434184,Tamil Nadu,18,13,17,24,72,Pass
Manpreet Chopra,29-06-2005,435063,Tamil Nadu,13,24,21,14,72,Pass
Kunal Reddy,30-06-2005,980848,Tamil Nadu,22,20,19,11,72,Pass
Kunal Verma,09-11-2005,634412,Tamil Nadu,22,10,19,21,72,Pass
Zaid Singh,03-01-2006,327680,Tamil Nadu,9,18,21,24,72,Pass
Aditya Reddy,22-04-2006,250007,Tamil Nadu,21,14,22,15,72,Pass
Krishna Singh,06-05-2006,166964,Tamil Nadu,22,16,22,12,72,Pass
Manpreet Sharma,03-12-2004,790202,Tamil Nadu,21,20,19,11,71,Pass
Manpreet Reddy,26-12-2004,579470,Tamil Nadu,18,20,13,20,71,Pass
Vivaan Reddy,25-01-2005,168283,Tamil Nadu,24,12,14,21,71,Pass
Kunal Sharma,28-05-2005,365540,Tamil Nadu,23,7,17,24,71,Pass
Aarav Fernandes,13-07-2005,808862,Tamil Nadu,11,16,21,23,71,Pass
Zaid Singh,12-08-2005,305221,Tamil Nadu,23,16,11,21,71,Pass
Aarav Mehta,30-08-2005,229645,Tamil Nadu,16,22,10,23,71,Pass
Aarav Mehta,17-02-2006,729547,Tamil Nadu,12,18,23,18,71,Pass
Raj Singh,25-02-2006,274315,Tamil Nadu,8,16,23,24,71,Pass
Aditya Pillai,22-03-2006,349012,Tamil Nadu,19,19,12,21,71,Pass
Ishaan Sharma,03-05-2006,469605,Tamil Nadu,20,17,16,18,71,Pass
Ishaan Verma,03-05-2006,180572,Tamil Nadu,14,18,23,16,71,Pass
Krishna Reddy,09-01-2005,963828,Tamil Nadu,24,24,6,16,70,Pass
Aditya Mehta,17-02-2005,377345,Tamil Nadu,21,19,7,23,70,Pass
Aryan Verma,20-03-2005,151465,Tamil Nadu,19,8,19,24,70,Pass
Gurpreet Mehta,29-06-2005,322767,Tamil Nadu,18,5,24,23,70,Pass
Paul Fernandes,10-07-2005,231895,Tamil Nadu,13,23,18,16,70,Pass
Vivaan Singh,28-07-2005,794733,Tamil Nadu,21,20,12,17,70,Pass
Kunal D'Souza,11-12-2005,345956,Tamil Nadu,22,11,16,21,70,Pass
Aditya Chopra,18-02-2006,668540,Tamil Nadu,20,15,16,19,70,Pass
Rohan Reddy,20-04-2006,697624,Tamil Nadu,20,16,14,20,70,Pass
Aarav Singh,07-01-2005,670447,Tamil Nadu,22,23,19,5,69,Pass
Aarav Singh,22-01-2005,809649,Tamil Nadu,16,16,17,20,69,Pass
Vivaan Reddy,31-01-2005,335655,Tamil Nadu,18,19,12,20,69,Pass
Ishaan Khan,09-02-2005,225050,Tamil Nadu,14,22,12,21,69,Pass
Ishaan Verma,17-02-2005,473272,Tamil Nadu,23,6,17,23,69,Pass
Kunal Pillai,22-04-2005,714936,Tamil Nadu,18,19,17,15,69,Pass
Rohan Singh,24-04-2005,374510,Tamil Nadu,11,19,22,17,69,Pass
Rohan Singh,23-05-2005,666855,Tamil Nadu,12,21,15,21,69,Pass
Yash Chopra,06-06-2005,620774,Tamil Nadu,23,12,17,17,69,Pass
Yash Singh,11-08-2005,490465,Tamil Nadu,23,14,20,12,69,Pass
Raj Sharma,25-09-2005,225535,Tamil Nadu,12,19,14,24,69,Pass
Gurpreet Reddy,26-10-2005,292932,Tamil Nadu,21,20,19,9,69,Pass
Mathew Singh,09-11-2005,448464,Tamil Nadu,23,24,6,16,69,Pass
Sukhwinder Singh,09-11-2005,701687,Tamil Nadu,19,24,22,4,69,Pass
Aryan Reddy,10-11-2005,427146,Tamil Nadu,13,15,18,23,69,Pass
Yash Pillai,12-11-2005,229950,Tamil Nadu,19,11,21,18,69,Pass
Aryan Mehta,22-11-2005,945335,Tamil Nadu,24,23,14,8,69,Pass
Yash Fernandes,22-11-2005,202247,Tamil Nadu,20,7,22,20,69,Pass
Rohan Singh,27-12-2005,390231,Tamil Nadu,24,9,15,21,69,Pass
Mathew D'Souza,14-02-2006,852252,Tamil Nadu,20,22,22,5,69,Pass
Rohan Fernandes,04-04-2006,172986,Tamil Nadu,11,15,19,24,69,Pass
Imran Khan,05-04-2006,922124,Tamil Nadu,20,7,20,22,69,Pass
Ayaan Singh,15-04-2006,636408,Tamil Nadu,15,24,11,19,69,Pass
Manpreet Pillai,24-11-2004,527071,Tamil Nadu,7,17,24,20,68,Pass
Harjeet D'Souza,20-05-2005,128157,Tamil Nadu,12,22,23,11,68,Pass
Aarav Mehta,31-07-2005,726646,Tamil Nadu,18,8,20,22,68,Pass
Aarav Reddy,28-08-2005,133877,Tamil Nadu,15,23,20,10,68,Pass
Gurpreet Pillai,01-12-2005,227299,Tamil Nadu,14,21,9,24,68,Pass
Rohan Chopra,17-12-2005,471676,Tamil Nadu,23,17,7,21,68,Pass
Ishaan Fernandes,04-02-2006,728989,Tamil Nadu,18,24,21,5,68,Pass
Vivaan Singh,13-12-2004,902323,Tamil Nadu,18,14,24,11,67,Pass
Aryan Singh,18-12-2004,635600,Tamil Nadu,24,11,16,16,67,Pass
John Fernandes,31-12-2004,701626,Tamil Nadu,23,16,4,24,67,Pass
Gurpreet Mehta,05-04-2005,536846,Tamil Nadu,20,21,18,8,67,Pass
Aarav Fernandes,19-05-2005,965654,Tamil Nadu,14,10,23,20,67,Pass
Rohan Chopra,26-06-2005,962446,Tamil Nadu,16,18,13,20,67,Pass
Balbir Chopra,08-09-2005,830602,Tamil Nadu,21,6,24,16,67,Pass
Ishaan Singh,09-09-2005,426106,Tamil Nadu,6,22,20,19,67,Pass
Raj Chopra,18-09-2005,484197,Tamil Nadu,24,7,15,21,67,Pass
Ayaan Verma,20-09-2005,677910,Tamil Nadu,17,18,24,8,67,Pass
Aarav Chopra,06-01-2006,241736,Tamil Nadu,21,9,17,20,67,Pass
Krishna Verma,27-03-2006,471740,Tamil Nadu,18,17,20,12,67,Pass
Vivaan Fernandes,19-06-2005,163532,Andhra Pradesh,24,19,24,23,90,Pass
Yash Chopra,12-11-2005,484856,Andhra Pradesh,23,22,24,17,86,Pass
Sukhwinder Singh,09-06-2005,806541,Andhra Pradesh,23,20,21,21,85,Pass
Aarav Khan,18-04-2005,284081,Andhra Pradesh,18,23,24,19,84,Pass
Harjeet Mehta,28-07-2005,248157,Andhra Pradesh,23,18,20,20,81,Pass
Krishna Reddy,06-11-2005,972628,Andhra Pradesh,14,20,23,24,81,Pass
Aditya Fernandes,12-02-2006,535250,Andhra Pradesh,20,22,16,22,80,Pass
Gurpreet Sharma,07-12-2004,337220,Andhra Pradesh,18,19,23,19,79,Pass
Rehan Mehta,11-09-2005,274571,Andhra Pradesh,13,19,24,23,79,Pass
Yash Chopra,12-01-2005,287996,Andhra Pradesh,24,19,17,18,78,Pass
Sukhwinder Singh,18-01-2005,423038,Andhra Pradesh,18,21,21,18,78,Pass
Kunal Reddy,09-06-2005,915395,Andhra Pradesh,24,8,23,23,78,Pass
Raj Verma,23-08-2005,388948,Andhra Pradesh,20,21,16,21,78,Pass
Paul Mehta,18-04-2006,615499,Andhra Pradesh,16,24,23,15,78,Pass
Harjeet Reddy,07-04-2005,679362,Andhra Pradesh,21,17,22,17,77,Pass
Aditya Reddy,05-06-2005,113781,Andhra Pradesh,20,23,14,20,77,Pass
Raj Chopra,05-12-2005,192721,Andhra Pradesh,21,21,15,20,77,Pass
Zaid D'Souza,20-03-2006,522247,Andhra Pradesh,21,22,14,20,77,Pass
Vivaan Fernandes,27-01-2005,307264,Andhra Pradesh,23,23,17,13,76,Pass
Rehan Reddy,29-11-2004,343485,Andhra Pradesh,22,12,19,22,75,Pass
Gurpreet Pillai,08-03-2005,732267,Andhra Pradesh,14,23,19,18,74,Pass
Kunal Mehta,24-03-2005,921112,Andhra Pradesh,23,7,23,21,74,Pass
Peter Singh,31-05-2005,388882,Andhra Pradesh,17,13,23,21,74,Pass
John D'Souza,17-07-2005,168302,Andhra Pradesh,18,24,17,15,74,Pass
Rohan Verma,25-07-2005,429261,Andhra Pradesh,15,21,15,23,74,Pass
Krishna Reddy,19-09-2005,379379,Andhra Pradesh,21,20,16,17,74,Pass
Vivaan Singh,29-11-2005,244435,Andhra Pradesh,14,21,20,19,74,Pass
Ishaan Sharma,14-03-2006,479117,Andhra Pradesh,21,19,22,12,74,Pass
Krishna Singh,23-03-2006,908465,Andhra Pradesh,24,20,15,15,74,Pass
Zaid Mehta,07-06-2005,821160,Andhra Pradesh,9,20,23,21,73,Pass
Raj Reddy,10-06-2005,856471,Andhra Pradesh,15,22,13,23,73,Pass
Manpreet Reddy,13-06-2005,564574,Andhra Pradesh,16,13,20,24,73,Pass
Aarav Fernandes,30-10-2005,769927,Andhra Pradesh,24,20,23,6,73,Pass
Yash Sharma,26-01-2006,753071,Andhra Pradesh,10,18,24,21,73,Pass
Ishaan Verma,30-03-2006,333397,Andhra Pradesh,14,24,14,21,73,Pass
Farhan Chopra,09-11-2004,888828,Andhra Pradesh,24,18,20,10,72,Pass
Mathew Chopra,10-03-2005,446644,Andhra Pradesh,24,21,11,16,72,Pass
Peter D'Souza,03-08-2005,172802,Andhra Pradesh,11,21,19,21,72,Pass
David D'Souza,02-11-2005,359208,Andhra Pradesh,12,15,24,21,72,Pass
Vivaan Pillai,17-11-2005,879208,Andhra Pradesh,21,23,16,12,72,Pass
Ayaan Singh,29-04-2006,363887,Andhra Pradesh,12,22,21,17,72,Pass
Aditya Verma,25-01-2005,604465,Andhra Pradesh,17,17,15,22,71,Pass
Manpreet D'Souza,25-05-2005,509012,Andhra Pradesh,14,12,24,21,71,Pass
Aditya Reddy,17-08-2005,107093,Andhra Pradesh,18,6,24,23,71,Pass
Rohan Fernandes,26-10-2005,432686,Andhra Pradesh,17,17,16,21,71,Pass
Rohan D'Souza,14-11-2005,220145,Andhra Pradesh,13,19,22,17,71,Pass
Harjeet D'Souza,13-01-2006,383519,Andhra Pradesh,16,24,15,16,71,Pass
Manpreet Verma,01-05-2005,261248,Andhra Pradesh,18,11,20,21,70,Pass
Krishna Sharma,14-05-2005,806715,Andhra Pradesh,8,21,23,18,70,Pass
Peter Verma,26-06-2005,581281,Andhra Pradesh,7,23,18,22,70,Pass
Sukhwinder Khan,29-07-2005,409282,Andhra Pradesh,22,22,15,11,70,Pass
Ishaan Singh,01-09-2005,922281,Andhra Pradesh,8,18,20,24,70,Pass
Balbir Singh,18-11-2004,435361,Andhra Pradesh,19,24,17,9,69,Pass
Raj D'Souza,10-12-2004,159858,Andhra Pradesh,19,20,18,12,69,Pass
Aditya Chopra,07-01-2005,888684,Andhra Pradesh,23,23,16,7,69,Pass
Vivaan D'Souza,20-01-2005,845281,Andhra Pradesh,24,4,19,22,69,Pass
Zaid Verma,25-04-2005,916995,Andhra Pradesh,17,18,13,21,69,Pass
Kunal Mehta,15-09-2005,472774,Andhra Pradesh,16,18,22,13,69,Pass
Yash Fernandes,25-09-2005,871051,Andhra Pradesh,18,5,24,22,69,Pass
Aditya Sharma,01-01-2006,294276,Andhra Pradesh,24,10,18,17,69,Pass
Ishaan Mehta,09-04-2006,565406,Andhra Pradesh,16,24,18,11,69,Pass
Krishna Pillai,22-01-2005,428061,Andhra Pradesh,17,8,21,22,68,Pass
Gurpreet Pillai,11-02-2005,211712,Andhra Pradesh,18,16,12,22,68,Pass
Zaid Mehta,18-02-2005,968970,Andhra Pradesh,24,20,12,12,68,Pass
Rohan Pillai,02-03-2005,151379,Andhra Pradesh,7,21,22,18,68,Pass
David D'Souza,24-04-2005,653790,Andhra Pradesh,8,24,24,12,68,Pass
Raj Khan,28-09-2005,526046,Andhra Pradesh,7,21,18,22,68,Pass
Aarav Khan,12-12-2005,632547,Andhra Pradesh,20,18,18,12,68,Pass
Rohan D'Souza,01-01-2006,591061,Andhra Pradesh,18,16,13,21,68,Pass
Kunal Pillai,10-01-2006,463223,Andhra Pradesh,15,11,24,18,68,Pass
Ishaan Reddy,06-02-2006,850802,Andhra Pradesh,24,15,23,6,68,Pass
Krishna Reddy,12-03-2006,616528,Andhra Pradesh,23,20,11,14,68,Pass
Gurpreet Singh,27-11-2004,871871,Andhra Pradesh,15,20,8,24,67,Pass
Vivaan Fernandes,30-05-2005,345201,Andhra Pradesh,18,7,24,18,67,Pass
Sukhwinder Pillai,24-07-2005,270167,Andhra Pradesh,15,13,20,19,67,Pass
Aryan Chopra,26-08-2005,376126,Andhra Pradesh,22,21,8,16,67,Pass
Ishaan Khan,31-08-2005,863654,Andhra Pradesh,21,20,22,4,67,Pass
Gurpreet Reddy,04-10-2005,816320,Andhra Pradesh,13,24,18,12,67,Pass
Aditya D'Souza,24-11-2005,777187,Andhra Pradesh,9,16,20,22,67,Pass
Aryan Mehta,02-03-2006,336829,Andhra Pradesh,21,14,17,15,67,Pass
Mathew Pillai,10-03-2006,733332,Andhra Pradesh,16,19,11,21,67,Pass
Raj Mehta,26-04-2006,751146,Andhra Pradesh,19,24,12,12,67,Pass
Aarav Fernandes,05-05-2006,774676,Andhra Pradesh,10,22,14,21,67,Pass
Manpreet Khan,25-11-2004,204890,Andhra Pradesh,5,24,16,21,66,Pass
Vivaan Mehta,07-12-2004,324809,Andhra Pradesh,21,17,18,10,66,Pass
Raj Chopra,14-12-2004,725729,Andhra Pradesh,13,20,16,17,66,Pass
Harjeet Pillai,30-12-2004,659176,Andhra Pradesh,16,11,16,23,66,Pass
Aarav D'Souza,22-03-2005,583270,Andhra Pradesh,12,23,16,15,66,Pass
Gurpreet Singh,23-03-2005,394727,Andhra Pradesh,23,23,13,7,66,Pass
Rohan Pillai,04-05-2005,127184,Andhra Pradesh,17,22,5,22,66,Pass
Ishaan Pillai,30-05-2005,530563,Andhra Pradesh,7,20,19,20,66,Pass
Vivaan Sharma,06-06-2005,341949,Andhra Pradesh,14,12,16,24,66,Pass
Manpreet Reddy,08-06-2005,671765,Andhra Pradesh,15,20,18,13,66,Pass
Krishna D'Souza,18-09-2005,543252,Andhra Pradesh,12,19,12,23,66,Pass
Raj Fernandes,25-09-2005,946073,Andhra Pradesh,17,21,15,13,66,Pass
Aarav Mehta,04-10-2005,763179,Andhra Pradesh,17,15,10,24,66,Pass
Manpreet Mehta,08-10-2005,821377,Andhra Pradesh,21,11,22,12,66,Pass
Manpreet Singh,11-01-2006,895847,Andhra Pradesh,18,9,23,16,66,Pass
Harjeet Reddy,03-03-2006,977201,Andhra Pradesh,17,22,23,4,66,Pass
Manpreet Pillai,16-03-2006,175094,Andhra Pradesh,14,13,24,15,66,Pass
Krishna Khan,08-12-2004,887999,Andhra Pradesh,16,20,5,24,65,Pass
Aarav Pillai,18-12-2004,978080,Andhra Pradesh,11,18,16,20,65,Pass
Aditya Khan,12-02-2005,999665,Andhra Pradesh,19,13,18,15,65,Pass
Aryan D'Souza,22-06-2005,332487,Andhra Pradesh,24,17,14,10,65,Pass
Kunal Khan,11-07-2005,644695,Andhra Pradesh,20,12,15,18,65,Pass
Aditya Reddy,12-07-2005,685262,Andhra Pradesh,24,11,10,20,65,Pass
Vivaan Reddy,12-07-2005,428394,Andhra Pradesh,12,10,22,21,65,Pass
Peter Chopra,06-08-2005,426035,Andhra Pradesh,20,15,18,12,65,Pass
Vivaan Khan,20-08-2005,173490,Andhra Pradesh,13,19,12,21,65,Pass
John Khan,04-09-2005,767467,Andhra Pradesh,17,20,21,7,65,Pass
Aditya Reddy,09-09-2005,139374,Andhra Pradesh,11,19,24,11,65,Pass
Aditya D'Souza,24-10-2005,374617,Andhra Pradesh,10,20,23,12,65,Pass
Rohan Fernandes,14-12-2005,253065,Andhra Pradesh,20,21,19,5,65,Pass
Gurpreet D'Souza,27-12-2005,704739,Andhra Pradesh,22,19,15,9,65,Pass
Rohan Pillai,16-01-2006,192081,Andhra Pradesh,7,21,23,14,65,Pass
Harjeet D'Souza,30-01-2006,301163,Andhra Pradesh,9,18,20,18,65,Pass
Aryan Fernandes,21-03-2006,830353,Andhra Pradesh,23,11,20,11,65,Pass
Aryan D'Souza,09-04-2006,976702,Andhra Pradesh,19,14,8,24,65,Pass
Aryan Verma,13-11-2004,437188,Andhra Pradesh,18,17,8,21,64,Pass
Aditya Verma,13-11-2004,142615,Andhra Pradesh,17,23,8,16,64,Pass
Ishaan D'Souza,01-01-2005,111802,Andhra Pradesh,21,19,5,19,64,Pass
Vivaan Singh,19-01-2005,705994,Andhra Pradesh,21,10,11,22,64,Pass
Raj Reddy,24-01-2005,385224,Andhra Pradesh,15,20,11,18,64,Pass
Aditya Reddy,02-02-2005,712123,Andhra Pradesh,12,24,23,5,64,Pass
Aarav Verma,07-02-2005,216976,Andhra Pradesh,18,14,24,8,64,Pass
Yash Khan,02-03-2005,655558,Andhra Pradesh,17,13,13,21,64,Pass
Ishaan Mehta,11-04-2005,677617,Andhra Pradesh,20,22,10,12,64,Pass
Rohan Sharma,03-06-2005,605344,Andhra Pradesh,8,20,13,23,64,Pass
Vivaan Sharma,19-08-2005,221747,Andhra Pradesh,24,13,17,10,64,Pass
Vivaan Verma,16-09-2005,666653,Andhra Pradesh,19,20,17,8,64,Pass
Rohan Pillai,26-01-2006,640640,Andhra Pradesh,19,13,20,12,64,Pass
Kunal Sharma,04-03-2006,472923,Andhra Pradesh,19,9,18,18,64,Pass
Harjeet Chopra,13-03-2006,629287,Andhra Pradesh,19,12,15,18,64,Pass
Gurpreet D'Souza,07-04-2006,967726,Andhra Pradesh,15,19,9,21,64,Pass
Aarav Chopra,05-05-2006,624600,Andhra Pradesh,13,23,14,14,64,Pass
Raj Pillai,25-01-2005,707436,Andhra Pradesh,13,11,15,24,63,Pass
John Mehta,28-01-2005,268590,Andhra Pradesh,24,5,15,19,63,Pass
Manpreet Singh,13-05-2005,969818,Andhra Pradesh,5,19,24,15,63,Pass
Krishna Singh,15-05-2005,555682,Andhra Pradesh,17,18,22,6,63,Pass
Kunal Reddy,17-05-2005,390690,Andhra Pradesh,7,20,12,24,63,Pass
Raj Sharma,05-08-2005,309732,Andhra Pradesh,11,22,10,20,63,Pass
Mathew Singh,12-08-2005,806028,Andhra Pradesh,13,20,6,24,63,Pass
Aryan Fernandes,01-09-2005,705635,Andhra Pradesh,18,9,18,18,63,Pass
Krishna Khan,02-09-2005,747983,Andhra Pradesh,23,9,8,23,63,Pass
Aryan Pillai,03-09-2005,181581,Andhra Pradesh,19,24,16,4,63,Pass
Aarav Singh,10-09-2005,894202,Andhra Pradesh,24,13,22,4,63,Pass
Ishaan Sharma,16-09-2005,220146,Andhra Pradesh,7,16,21,19,63,Pass
Harjeet Chopra,13-10-2005,549735,Andhra Pradesh,12,19,12,20,63,Pass
Rehan Fernandes,07-11-2005,594995,Andhra Pradesh,20,9,21,13,63,Pass
Kunal Mehta,08-11-2005,388080,Andhra Pradesh,23,18,18,4,63,Pass
Aryan Verma,01-01-2006,123862,Andhra Pradesh,8,17,23,15,63,Pass
Krishna Fernandes,08-01-2006,817861,Andhra Pradesh,9,17,20,17,63,Pass
Kunal Singh,18-01-2006,852754,Andhra Pradesh,15,19,21,8,63,Pass
Krishna Sharma,22-02-2006,381681,Andhra Pradesh,13,21,5,24,63,Pass
Yash Fernandes,29-04-2006,896103,Andhra Pradesh,23,10,17,13,63,Pass
Gurpreet Sharma,29-01-2005,903010,Punjab,23,20,22,24,89,Pass
Ishaan D'Souza,26-11-2005,378532,Punjab,22,24,17,23,86,Pass
Ishaan Verma,04-01-2006,960436,Punjab,20,24,23,19,86,Pass
Aditya Chopra,11-05-2005,218879,Punjab,19,24,24,18,85,Pass
Raj Fernandes,08-05-2006,831619,Punjab,21,24,20,20,85,Pass
Vivaan Fernandes,04-11-2005,214380,Punjab,24,19,18,23,84,Pass
